['bewustzijn'],1,09:55:22.593
['vreed'],0,09:55:23.593
['medewerkers'],1,09:55:24.593
['r�s'],0,09:55:25.593
['roze'],1,09:55:26.593
['orteerd'],0,09:55:27.593
['misverstand'],1,09:55:28.593
['hemen'],0,09:55:29.593
['terscheid'],0,09:55:30.593
['schaden'],1,09:55:31.593
['hein'],1,09:55:32.593
['leuks'],1,09:55:33.593
['jatie'],0,09:55:34.593
['mantie'],0,09:55:35.593
['klag'],0,09:55:36.593
['studen'],0,09:55:37.593
['stokt'],1,09:55:38.593
['grafeit'],0,09:55:39.593
['literatuur'],1,09:55:40.593
['submen'],0,09:55:41.593
['beschouwing'],1,09:55:42.593
['dren'],0,09:55:43.593
['weergeven'],1,09:55:44.593
['bekachtig'],0,09:55:45.593
['gedig'],0,09:55:46.593
['hij'],1,09:55:47.593
['zichtbare'],1,09:55:48.593
['fameur'],0,09:55:49.593
['proten'],0,09:55:50.593
['inwoners'],1,09:55:51.593
['diten'],0,09:55:52.593
['synthesen'],1,09:55:53.593
['belanghebbenden'],1,09:55:54.593
['samer'],0,09:55:55.593
['stanker'],0,09:55:56.593
['draait'],1,09:55:57.593
['complicaties'],1,09:55:58.593
['paleis'],1,09:55:59.593
['keuk'],0,09:56:00.593
['wei'],1,09:56:01.593
