['literatuur'],1,15:40:03.505
['leuks'],1,15:40:04.505
['zichtbare'],1,15:40:05.505
['complicaties'],1,15:40:06.505
['schaden'],1,15:40:07.505
['draait'],1,15:40:08.505
['misverstand'],1,15:40:09.505
['hij'],1,15:40:10.505
['stokt'],1,15:40:11.505
['wei'],1,15:40:12.505
['synthesen'],1,15:40:13.505
['hein'],1,15:40:14.505
['weergeven'],1,15:40:15.505
['paleis'],1,15:40:16.505
['bewustzijn'],1,15:40:17.505
['inwoners'],1,15:40:18.505
['roze'],1,15:40:19.505
['medewerkers'],1,15:40:20.505
['beschouwing'],1,15:40:21.505
['belanghebbenden'],1,15:40:22.505
['terscheid'],0,15:40:23.505
['mantie'],0,15:40:24.505
['diten'],0,15:40:25.505
['submen'],0,15:40:26.505
['jatie'],0,15:40:27.505
['klag'],0,15:40:28.505
['hemen'],0,15:40:29.505
['gedig'],0,15:40:30.505
['proten'],0,15:40:31.505
['keuk'],0,15:40:32.505
['orteerd'],0,15:40:33.505
['grafeit'],0,15:40:34.505
['dren'],0,15:40:35.505
['vreed'],0,15:40:36.505
['samer'],0,15:40:37.505
['bekachtig'],0,15:40:38.505
['studen'],0,15:40:39.505
['stanker'],0,15:40:40.505
['fameur'],0,15:40:41.505
['r�s'],0,15:40:42.505
