['samer'],0,09:58:17.709
['jatie'],0,09:58:18.709
['diten'],0,09:58:19.709
['grafeit'],0,09:58:20.709
['draait'],1,09:58:21.709
['schaden'],1,09:58:22.709
['r�s'],0,09:58:23.709
['studen'],0,09:58:24.709
['mantie'],0,09:58:25.709
['proten'],0,09:58:26.709
['dren'],0,09:58:27.709
['gedig'],0,09:58:28.709
['wei'],1,09:58:29.709
['terscheid'],0,09:58:30.709
['hij'],1,09:58:31.709
['vreed'],0,09:58:32.709
['weergeven'],1,09:58:33.709
['inwoners'],1,09:58:34.709
['bewustzijn'],1,09:58:35.709
['roze'],1,09:58:36.709
['fameur'],0,09:58:37.709
['complicaties'],1,09:58:38.709
['stokt'],1,09:58:39.709
['bekachtig'],0,09:58:40.709
['keuk'],0,09:58:41.709
['klag'],0,09:58:42.709
['submen'],0,09:58:43.709
['zichtbare'],1,09:58:44.709
['misverstand'],1,09:58:45.709
['paleis'],1,09:58:46.709
['leuks'],1,09:58:47.709
['synthesen'],1,09:58:48.709
['stanker'],0,09:58:49.709
['beschouwing'],1,09:58:50.709
['orteerd'],0,09:58:51.709
['literatuur'],1,09:58:52.709
['belanghebbenden'],1,09:58:53.709
['medewerkers'],1,09:58:54.709
['hein'],1,09:58:55.709
['hemen'],0,09:58:56.709
