%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572687068472E9, 0.0, 2022-06-02 10:07:48.706
1.0, 20295.093392740895, 4134.737448064977, -72948.65077121863, -55784.723852243886, -45569.90958093519, -47664.893885242214, -18443.74310299672, -50701.84775612924, 0.016, 0.794, 0.638, 192.0, 0.0, 128.0, 24.0, 208.0, 19.0, 240.0, 0.0, 0.0, 0.0, 1.654157269184955E9, 0.0, 2022-06-02 10:07:49.184
2.0, 20289.4384013937, 4132.681087575089, -72946.68381770657, -55769.50231426982, -45564.99219715503, -47653.74036475902, -18426.196983599304, -50687.766157122394, 0.016, 0.794, 0.638, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.65415726918514E9, 0.0, 2022-06-02 10:07:49.185
3.0, 20307.990349291606, 4146.516817392924, -72946.50500375092, -55757.56648273069, -45555.98444413954, -47644.10676289878, -18453.980201957253, -50707.70391317653, 0.016, 0.794, 0.638, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852083E9, 0.0, 2022-06-02 10:07:49.185
4.0, 20316.193439506704, 4146.2038929705495, -72963.78290221488, -55768.96587240289, -45566.847391944815, -47656.1990566491, -18469.201739931315, -50718.47745400399, 0.016, 0.794, 0.638, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852143E9, 0.0, 2022-06-02 10:07:49.185
5.0, 20316.215791251157, 4146.762686581932, -72961.3689138137, -55774.106773627616, -45571.92123793617, -47669.47599285555, -18481.249330192724, -50723.350134295244, 0.016, 0.794, 0.638, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852207E9, 0.0, 2022-06-02 10:07:49.185
6.0, 20316.796936606996, 4149.422544172114, -72950.30480030832, -55771.37986080407, -45574.11170889279, -47665.027995708944, -18488.401888418422, -50710.363770766715, 0.016, 0.794, 0.638, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852272E9, 0.0, 2022-06-02 10:07:49.185
7.0, 20308.012701036063, 4145.332174936792, -72952.89760266515, -55773.99501490534, -45574.3575780818, -47662.725766030046, -18471.012231232195, -50699.254953772426, 0.016, 0.794, 0.638, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852336E9, 0.0, 2022-06-02 10:07:49.185
8.0, 20314.226485994637, 4154.317576207826, -72951.26592531991, -55772.31863407119, -45568.523772778964, -47662.85987649678, -18471.682783565855, -50711.32489577829, 0.01, 0.78, 0.644, 192.0, 0.0, 80.0, 24.0, 96.0, 20.0, 32.0, 0.0, 0.0, 0.0, 1.6541572691852398E9, 0.0, 2022-06-02 10:07:49.185
9.0, 20313.4441749387, 4149.713116850033, -72970.48842555148, -55791.630541280574, -45581.64424677423, -47687.692664586626, -18490.122972741483, -50748.92052995211, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852455E9, 0.0, 2022-06-02 10:07:49.185
10.0, 20312.46069818267, 4147.3214801933145, -72968.43206506158, -55798.917209973006, -45592.17191841268, -47701.14841474872, -18502.081156025073, -50757.90593122315, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654157269185252E9, 0.0, 2022-06-02 10:07:49.185
11.0, 20311.83484933792, 4146.338003437281, -72953.72461720998, -55789.88710521306, -45581.666598518685, -47689.48080414305, -18485.160885472404, -50732.13436986618, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654157269185258E9, 0.0, 2022-06-02 10:07:49.185
12.0, 20312.952436560685, 4148.796695327365, -72934.1668408116, -55774.77732596127, -45555.44800227261, -47672.001739979, -18430.555573768088, -50698.76321539441, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852653E9, 0.0, 2022-06-02 10:07:49.185
13.0, 20309.711433614666, 4150.830704072798, -72939.9112391366, -55776.341948073146, -45560.99123489753, -47678.662559826684, -18463.233824161747, -50739.3763350697, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852713E9, 0.0, 2022-06-02 10:07:49.185
14.0, 20309.219695236647, 4148.684936605088, -72953.7693206989, -55788.94833194594, -45570.44602280212, -47698.33209494735, -18488.401888418422, -50775.69791980957, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852782E9, 0.0, 2022-06-02 10:07:49.185
15.0, 20305.978692290628, 4140.1018667342505, -72955.37864629968, -55792.74812850334, -45578.045615916926, -47709.61972589728, -18489.072440752083, -50774.69209130909, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852844E9, 0.0, 2022-06-02 10:07:49.185
16.0, 20312.01366329356, 4144.661622603134, -72938.63718970265, -55780.65583475302, -45557.906694162695, -47690.553687876905, -18448.034637932138, -50736.24709084596, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852903E9, 0.0, 2022-06-02 10:07:49.185
17.0, 20313.958265061174, 4147.075611004307, -72928.57890469777, -55770.91047417051, -45550.418859770165, -47677.23204818154, -18454.69545777982, -50731.91085242163, 0.01, 0.78, 0.644, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691852965E9, 0.0, 2022-06-02 10:07:49.185
18.0, 20301.865971310854, 4134.536282364879, -72953.21052708752, -55782.4663260539, -45568.322607078866, -47687.424443653166, -18488.692461096343, -50769.484134851, 0.008, 0.784, 0.64, 192.0, 0.0, 64.0, 24.0, 128.0, 20.0, 0.0, 0.0, 0.0, 0.0, 1.6541572691853027E9, 0.0, 2022-06-02 10:07:49.185
19.0, 20290.667747338743, 4124.098017704251, -72981.88781522367, -55806.51680308781, -45598.944496982636, -47699.427330425664, -18523.985865591272, -50775.25088492047, 0.008, 0.784, 0.64, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654157269185309E9, 0.0, 2022-06-02 10:07:49.185
20.0, 20283.67165132423, 4120.678200802588, -72983.31832686882, -55812.66353281302, -45599.16801442719, -47695.381664679255, -18481.919882526385, -50732.4249425441, 0.008, 0.784, 0.64, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654157269185315E9, 0.0, 2022-06-02 10:07:49.185
