%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565395791516E9, 0.0, 2022-06-02 09:55:39.579
1.0, 23661.19905247677, 826.7686756573529, -75181.03124869242, -54303.831375101974, -39771.44238608389, -39722.89439712696, -8265.384526894633, -46231.25299587882, 0.008, 0.792, 0.648, 192.0, 0.0, 64.0, 24.0, 192.0, 20.0, 64.0, 0.0, 0.0, 0.0, 1.6541565400584204E9, 0.0, 2022-06-02 09:55:40.058
2.0, 23656.482834396702, 826.1875303015149, -75192.58710057582, -54310.536898438564, -39774.39281635199, -39728.41527800742, -8278.929684034549, -46245.84868500813, 0.008, 0.792, 0.648, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565400585997E9, 0.0, 2022-06-02 09:55:40.058
3.0, 23656.080502996505, 817.8950331085961, -75218.51512414397, -54328.507700980634, -39791.290735160204, -39741.96043514734, -8309.797443127329, -46284.673665127004, 0.008, 0.792, 0.648, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565400586057E9, 0.0, 2022-06-02 09:55:40.058
4.0, 23665.579994390013, 819.5490621982888, -75208.83681879484, -54325.35610501243, -39780.36073212156, -39742.60863573654, -8284.897599804115, -46272.33550218767, 0.008, 0.792, 0.648, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565400586114E9, 0.0, 2022-06-02 09:55:40.058
5.0, 23675.057134039063, 840.4032397750902, -75171.53175729893, -54296.41059594281, -39751.236409096295, -39715.0712865676, -8246.989041207915, -46222.71462949689, 0.008, 0.792, 0.648, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156540058617E9, 0.0, 2022-06-02 09:55:40.058
6.0, 23664.06007576705, 838.860969407674, -75165.988524674, -54290.93441855126, -39754.41035680895, -39702.8225306061, -8250.788837765318, -46202.57570774266, 0.008, 0.792, 0.648, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565400586228E9, 0.0, 2022-06-02 09:55:40.058
7.0, 23665.647049623378, 841.3420130422131, -75166.92729794113, -54283.915970792295, -39746.36372880504, -39697.122835769995, -8235.656706769074, -46207.67190547847, 0.008, 0.792, 0.648, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565400586283E9, 0.0, 2022-06-02 09:55:40.058
8.0, 23667.34578220198, 832.669536193554, -75195.02344072144, -54307.117081536904, -39767.463775570846, -39721.84386513756, -8262.858779771183, -46254.29764441224, 0.004, 0.79, 0.64, 192.0, 0.0, 32.0, 24.0, 176.0, 20.0, 0.0, 0.0, 0.0, 0.0, 1.654156540058634E9, 0.0, 2022-06-02 09:55:40.058
9.0, 23666.004677534664, 826.6569169350764, -75205.68522282664, -54319.29878226505, -39782.73001703382, -39746.87781892751, -8286.931608549548, -46272.29079869876, 0.004, 0.79, 0.64, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565400586395E9, 0.0, 2022-06-02 09:55:40.058
