bewustzijn,0,12:07:32.838895
dassen,0,12:07:34.838895
bestuderen,0,12:07:36.838895
major,0,12:07:38.838895
telegraaf,0,12:07:40.838895
leuks,0,12:07:42.838895
stokt,0,12:07:44.838895
schaden,0,12:07:46.838895
stijf,0,12:07:48.838895
sluipen,0,12:07:50.838895
onschadelijk,0,12:07:52.838895
jullie,0,12:07:54.838895
borst,0,12:07:56.838895
zoals,0,12:07:58.838895
reageert,0,12:08:00.838895
excuus,0,12:08:02.838895
stop,0,12:08:04.838895
pakketten,0,12:08:06.838895
rollen,0,12:08:08.838895
medewerkers,0,12:08:10.838895
gevoelig,0,12:08:12.838895
belanghebbenden,0,12:08:14.838895
dijken,0,12:08:16.838895
paleis,0,12:08:18.838895
muis,0,12:08:20.838895
sam heeft een kleine piemel,1,12:08:22.838895
misverstand,0,12:08:24.838895
draait,0,12:08:26.838895
dekenkist,0,12:08:28.838895
gezinsleven,0,12:08:30.838895
standbeeld,0,12:08:32.838895
daarover,0,12:08:34.838895
zichtbare,0,12:08:36.838895
grafische,0,12:08:38.838895
beschouwing,0,12:08:40.838895
hein,0,12:08:42.838895
vochten,0,12:08:44.838895
complicaties,0,12:08:46.838895
penetratie,1,12:08:48.838895
roze,0,12:08:50.838895
inkoop,0,12:08:52.838895
achteruit,0,12:08:54.838895
hij,0,12:08:56.838895
handhaven,0,12:08:58.838895
weergeven,0,12:09:00.838895
zuipen,0,12:09:02.838895
interviewer,0,12:09:04.838895
ziek,0,12:09:06.838895
incidenten,0,12:09:08.838895
inwoners,0,12:09:10.838895
synthesen,0,12:09:12.838895
literatuur,0,12:09:14.838895
