%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008, 0.778, 0.654, 192.0, 0.0, 64.0, 24.0, 80.0, 20.0, 112.0, 0.0, 0.0, 0.0, 1.6541567888813033E9, 0.0, 2022-06-02 09:59:48.881
1.0, 25520.752432436042, 9707.966114040151, -71521.44718425837, -52159.293253337535, -36006.62630875425, -44187.83416603019, -9438.739352075978, -45224.70923956743, 0.008, 0.778, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541567893592007E9, 0.0, 2022-06-02 09:59:49.359
2.0, 25515.879752144785, 9703.92044829374, -71524.44231801538, -52166.04348016304, -36009.196759366605, -44190.56107885374, -9427.228203681494, -45200.50230032233, 0.008, 0.778, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541567893592951E9, 0.0, 2022-06-02 09:59:49.359
3.0, 25535.504583776546, 9716.325666466435, -71489.9759280653, -52141.09893335091, -35979.58069796332, -44165.34831110815, -9378.747269957932, -45171.24386683034, 0.008, 0.778, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541567893593197E9, 0.0, 2022-06-02 09:59:49.359
4.0, 25534.38699655378, 9717.599715900387, -71471.20046272285, -52126.74911341061, -35958.793575619886, -44151.13260163458, -9367.683156452556, -45166.4605935169, 0.008, 0.778, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.65415678935933E9, 0.0, 2022-06-02 09:59:49.359
5.0, 25538.34325532237, 9727.680352649732, -71471.71455284531, -52123.86573837588, -35954.34557847328, -44147.64572949955, -9387.173877617584, -45180.51984077929, 0.008, 0.778, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541567893593376E9, 0.0, 2022-06-02 09:59:49.359
6.0, 25525.87098191631, 9718.851413589886, -71510.04779458616, -52157.683927736754, -35980.13949157471, -44175.40659611304, -9390.57134277479, -45187.27006760479, 0.008, 0.778, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541567893593452E9, 0.0, 2022-06-02 09:59:49.359
7.0, 25527.05562437244, 9715.968038555151, -71514.40638475494, -52164.23298886216, -35985.83918641081, -44183.833203772694, -9387.375043317681, -45178.776404711774, 0.008, 0.778, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541567893593535E9, 0.0, 2022-06-02 09:59:49.359
8.0, 25531.77184245251, 9716.929163566729, -71485.93026231889, -52144.92108165277, -35960.29114249839, -44170.28804663278, -9362.18462731655, -45158.168096323985, 0.012, 0.77, 0.658, 192.0, 0.0, 96.0, 24.0, 16.0, 20.0, 144.0, 0.0, 0.0, 0.0, 1.654156789359361E9, 0.0, 2022-06-02 09:59:49.359
9.0, 25533.04589188646, 9713.799919342986, -71472.18393947887, -52135.801569915006, -35947.483592925506, -44171.98677921138, -9361.335261027249, -45177.63646574455, 0.012, 0.77, 0.658, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541567893593702E9, 0.0, 2022-06-02 09:59:49.359
