%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardBrainFlowSynthetic
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Other, Other, Other, Other, Other, Other, Other, Other, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, EDA Channel 0, PPG Channel 0, PPG Channel 1, Other, Other, Other, Battery Info Channel, Timestamp, Other, Timestamp (Formatted)
0.0, 1.8367133832834608, 8.320150127197897, 20.559481332772513, 39.266607973005286, 49.976600880155466, 72.15356537951254, 83.57431348419375, 113.77153813967622, 71.49691579821221, 156.14928529206668, 154.96089369595094, 136.31190729643322, 168.002697236787, 56.95109421895883, 84.41861535919881, 143.71832194297448, 0.9439454737732956, 0.8275605592080829, 0.9211657552659521, 0.9944915255703771, 0.8231685028716524, 0.8489124991294539, 0.9197220061855462, 5077.961464156462, 4706.811620963639, 36.606531198719075, 1060.0415696010234, 1063.5427559815755, 81.01084422310736, 1.651664497091091E9, 0.0, 2022-05-04 13:41:37.091
1.0, 3.5270136930803417, 16.11990506475043, 30.247465839347736, 55.25482631390676, 81.78056097374223, 60.681069719562046, 77.18730570827961, 70.82367042219101, 83.07863711428287, 25.779321569338048, -25.14755143210686, -88.85272547242289, -193.6303588945496, -247.2949734359523, -69.42180280481531, -219.41673876249945, 0.9417498611295113, 0.9183595233198419, 0.9794386164957795, 0.9008172889961524, 0.9186607464935873, 0.8314390557846545, 0.99739003371985, 5125.140405217678, 4588.064265150264, 36.604122911574876, 938.8071088391981, 933.2358782070887, 91.99891435966858, 1.651664497095159E9, 0.0, 2022-05-04 13:41:37.095
2.0, 5.387986264995334, 21.61368112995204, 44.53083893891049, 60.3675979973643, 69.45004481415701, 39.61647524122558, 26.43977186314042, -30.510116555100232, -47.1593508405247, -139.14806671346216, -129.5498249815517, -231.35213214994988, -172.29108958022746, -68.9524846109111, 6.44537370020744, 73.16438749650126, 0.9394433881946286, 0.969598303348291, 0.9554361091467637, 0.8814919191592308, 0.8805323590098696, 0.844406176098881, 1.0390021087103936, 5358.010477563842, 5012.649878401317, 36.60775599928864, 993.3370475170487, 1033.1995159447424, 86.43812208625438, 1.651664497099228E9, 0.0, 2022-05-04 13:41:37.099
3.0, 7.143956900824601, 26.271603885742387, 47.37713989559319, 56.32318805697913, 34.92504802927435, -8.74624368898006, -45.36125178178032, -145.55708817503628, -117.26005302146112, -121.70707015492647, -56.815038200605784, 62.41554626820752, 93.49256362896901, 171.02115089768245, 88.97909708368832, 88.69319833347855, 0.9140145490629531, 0.9903241010695641, 0.8845886468787983, 0.9825796399339747, 0.8186162441912593, 0.9350260886196248, 0.9294201115799843, 4919.497449363859, 4981.798550130311, 36.60205079575983, 1045.048752822805, 938.3410834977718, 91.48953279652986, 1.651664497103327E9, 0.0, 2022-05-04 13:41:37.103
4.0, 8.297002284589608, 29.569376560614575, 39.779483802746576, 28.602237631258728, -15.5362705212381, -66.66445267678519, -75.89515323701458, -83.60428580289852, -22.969145421589843, 51.02151306621891, 108.85358467895173, 227.72435378686538, 59.364099343116, -6.280396355754582, -224.56219544575382, -141.51595860137462, 0.9238555822034785, 0.8651680481399642, 0.8603553510033967, 0.9621491384383195, 0.9793258435494966, 0.9278388237861551, 0.9742296827342853, 4905.199050210001, 4567.8997899087835, 36.59014653821139, 990.3526690074784, 951.8019618485546, 90.56520342246911, 1.651664497107396E9, 0.0, 2022-05-04 13:41:37.107
5.0, 10.090391534621633, 26.655567224835515, 32.294959578522615, -1.3463787206035274, -53.20776491196363, -79.67989206766657, -41.902903116375676, 9.55546375383818, 103.03991852495994, 71.79211636943937, 112.36468666999846, -13.078082085524942, -148.51324889013236, -127.99895475718385, -64.35073327543732, 42.465304659040974, 0.9487367763048619, 0.9073685009008731, 0.8079972887416424, 0.9268666745822264, 0.9760879698133157, 0.9000339318303633, 1.0733962146175318, 4956.0292998765235, 5040.342669799144, 36.60089210915133, 953.7679124013451, 1011.6269940920213, 92.44410839040029, 1.651664497111483E9, 0.0, 2022-05-04 13:41:37.111
6.0, 10.432466891858054, 27.262064043451126, 15.47660107795784, -23.551353347958354, -84.99489418028425, -69.18630435463209, 12.85619778368404, 124.98668952696468, 95.05457441600451, 32.776845381888975, -80.12633649266454, -211.67096601414735, -45.97051283778659, 58.24262940221591, 183.89775876223297, 113.67609278977055, 0.912110232497587, 0.8237279768536174, 0.8997498896931769, 0.9026061392312469, 0.8739160914416342, 0.8843206244168165, 1.0247122017163979, 4937.075180289176, 4602.754649600686, 36.6071174502488, 1023.4550615180162, 906.3276798136502, 80.18151077676885, 1.651664497115584E9, 0.0, 2022-05-04 13:41:37.115
7.0, 12.14970909700467, 24.046111727800813, 1.0661347846222566, -54.911319513121285, -46.455240183969245, -0.12043676769879713, 82.09347137064617, 125.23668790928478, -2.9226419306506077, -112.8487640162296, -140.9572699936207, 4.071679105473453, 224.4823807311843, 268.82660559892395, -21.280071426237555, -287.28940239927033, 0.8395658334653745, 0.8887951367130178, 0.975570928667142, 0.9380474440722552, 0.918513185500241, 0.9817165858922138, 0.9086450173078666, 5111.948436054135, 4577.4066735454735, 36.60578839802821, 1011.0827058148975, 1080.3166328529735, 80.5279135345949, 1.651664497119667E9, 0.0, 2022-05-04 13:41:37.119
8.0, 12.80180620463084, 21.566022451317803, -12.52555824866988, -52.94948681832726, -22.862005409905482, 61.30768506578334, 87.73810901755674, 2.4337834664116698, -115.58842484777065, -89.77459993494803, 45.0883442882768, 82.81567349915203, 52.033591604862536, -217.73037160607686, -86.1988016499623, -0.6180700559807576, 0.9629199193480585, 0.9772252902406705, 0.9116755794173791, 0.8884189884271397, 0.8112146964473259, 0.8642108061028394, 1.057949422528677, 4642.322335268602, 4510.298111842773, 36.60923375256112, 920.2655786833839, 920.510811091992, 87.58659541054838, 1.651664497123781E9, 0.0, 2022-05-04 13:41:37.123
9.0, 13.429289560432911, 14.072186739487604, -29.48065044629021, -43.15343724125791, 13.080752877218064, 68.21129140587969, 42.66010317278133, -83.2172420128662, -79.71026210173326, 91.48419856325958, 207.7753565777777, 13.88342785009391, -203.19140067640774, -89.39665291148496, 210.5292961690121, 112.09292289938827, 0.9723603393516514, 0.8140581481754685, 0.979269844251964, 0.8111824350562449, 0.8537800499539708, 0.9787467593222453, 1.0020757398070692, 5234.747406142217, 4799.295634612959, 36.595962197772835, 1098.0896820594548, 986.8534425167161, 91.58821372738892, 1.651664497127845E9, 0.0, 2022-05-04 13:41:37.127
