%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012, 0.776, 0.654, 192.0, 0.0, 96.0, 24.0, 64.0, 20.0, 112.0, 0.0, 0.0, 0.0, 1.6541568641368363E9, 0.0, 2022-06-02 10:01:04.136
1.0, 25478.641745882243, 12322.24849727732, -71219.27395096708, -53264.9222928193, -37134.33887175785, -45041.31317631164, -9732.955364341184, -45406.808901644814, 0.012, 0.776, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156864620725E9, 0.0, 2022-06-02 10:01:04.620
2.0, 25478.597042393332, 12324.640133934037, -71202.51014262559, -53249.25371995613, -37118.022098305475, -45027.633908704986, -9713.084663520416, -45388.167546769095, 0.012, 0.776, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541568646207328E9, 0.0, 2022-06-02 10:01:04.620
3.0, 25477.36769644829, 12326.227107790364, -71184.2487674056, -53233.89807151534, -37099.1572259852, -45013.26173702023, -9703.965151782651, -45385.03830254535, 0.012, 0.776, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541568646207385E9, 0.0, 2022-06-02 10:01:04.620
4.0, 25466.41534166519, 12315.76649138528, -71197.32453791196, -53239.754228562626, -37110.02017379048, -45016.167463799415, -9715.900983321784, -45389.73216888096, 0.012, 0.776, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156864620744E9, 0.0, 2022-06-02 10:01:04.620
5.0, 25462.637896852244, 12310.513831438284, -71225.53243941456, -53258.820266583, -37137.0657845814, -45034.65235646396, -9739.057390577484, -45413.29090753686, 0.012, 0.776, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.65415686462075E9, 0.0, 2022-06-02 10:01:04.620
6.0, 25457.631106094257, 12299.695587121914, -71235.74718663063, -53272.79010686757, -37161.9209244157, -45054.903036940465, -9765.745373457119, -45430.36764030071, 0.012, 0.776, 0.654, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541568646207557E9, 0.0, 2022-06-02 10:01:04.620
7.0, 25458.100492727815, 12299.472069677362, -71218.82691607796, -53257.099182259946, -37151.728528944084, -45041.268472822725, -9748.4004197598, -45410.385180757665, 0.006, 0.772, 0.65, 192.0, 0.0, 48.0, 24.0, 32.0, 20.0, 80.0, 0.0, 0.0, 0.0, 1.6541568646207612E9, 0.0, 2022-06-02 10:01:04.620
8.0, 25459.486300884048, 12305.283523235741, -71196.05048847801, -53236.28970817205, -37131.12022055629, -45023.297670280655, -9727.97092532765, -45397.957610840516, 0.006, 0.772, 0.65, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541568646207669E9, 0.0, 2022-06-02 10:01:04.620
9.0, 25467.66703935469, 12314.604200673604, -71190.1049244529, -53223.48215859916, -37118.938519828145, -45016.033353332685, -9724.819329359452, -45414.453198248535, 0.006, 0.772, 0.65, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541568646207724E9, 0.0, 2022-06-02 10:01:04.620
