%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571877181544E9, 0.0, 2022-06-02 10:06:27.718
1.0, 24831.58109564556, 8987.502335012237, -68858.68386729764, -51306.93183027886, -40748.59359843655, -43228.69845970851, -13090.992044328696, -46005.99211525823, 0.006, 0.776, 0.634, 192.0, 0.0, 48.0, 24.0, 64.0, 19.0, 208.0, 0.0, 0.0, 0.0, 1.6541571882014391E9, 0.0, 2022-06-02 10:06:28.201
2.0, 24827.647188621428, 8987.032948378677, -68881.03561175294, -51315.559603638605, -40763.166935821406, -43238.98026215795, -13122.329190055036, -46038.08922029605, 0.006, 0.776, 0.634, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571882015307E9, 0.0, 2022-06-02 10:06:28.201
3.0, 24836.565534659094, 8987.703500712336, -68885.43890541064, -51323.606231642516, -40768.50900274623, -43254.51472455439, -13128.051236635594, -46041.15140928643, 0.006, 0.776, 0.634, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571882015376E9, 0.0, 2022-06-02 10:06:28.201
4.0, 24849.417787720897, 8995.63836999397, -68866.3058121569, -51311.80451057012, -40765.200944566845, -43246.71396573949, -13124.363198800469, -46012.07178975008, 0.006, 0.776, 0.634, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571882015438E9, 0.0, 2022-06-02 10:06:28.201
5.0, 24834.64328463594, 8987.34587280105, -68860.94139348762, -51309.122301235475, -40750.85112462653, -43242.26596859288, -13087.371061726935, -45988.28953364963, 0.006, 0.776, 0.634, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571882015502E9, 0.0, 2022-06-02 10:06:28.201
6.0, 24825.859049065002, 8985.53538150017, -68860.51671034297, -51310.955144280815, -40751.23110428228, -43251.22901811946, -13099.128079310427, -46021.97361254378, 0.006, 0.776, 0.634, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571882015564E9, 0.0, 2022-06-02 10:06:28.201
7.0, 24833.860973580002, 8988.39640479045, -68873.23485293804, -51316.52072865018, -40756.43906074036, -43256.74989899992, -13112.203849816782, -46048.169857045395, 0.006, 0.776, 0.634, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571882015626E9, 0.0, 2022-06-02 10:06:28.201
8.0, 24835.716168369792, 8987.032948378677, -68881.52735013096, -51322.33218220856, -40771.19121208086, -43263.25425663641, -13124.810233689575, -46034.69175513885, 0.008, 0.784, 0.63, 192.0, 0.0, 64.0, 24.0, 128.0, 19.0, 176.0, 0.0, 0.0, 0.0, 1.6541571882015688E9, 0.0, 2022-06-02 10:06:28.201
9.0, 24831.826964834567, 8988.351701301539, -68864.38356213373, -51312.22919371477, -40751.61108393801, -43250.89374195263, -13077.089259277494, -45997.49845236522, 0.008, 0.784, 0.63, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571882015753E9, 0.0, 2022-06-02 10:06:28.201
