['hij'],1,11:17:34.983
['weergeven'],1,11:17:39.983
['bewustzijn'],1,11:17:44.983
['draait'],1,11:17:49.983
['medewerkers'],1,11:17:54.983
['proten'],0,11:17:59.983
['paleis'],1,11:18:04.983
['beschouwing'],1,11:18:09.983
['inwoners'],1,11:18:14.983
['samer'],0,11:18:19.983
['grafeit'],0,11:18:24.983
['klag'],0,11:18:29.983
['complicaties'],1,11:18:34.983
['submen'],0,11:18:39.983
['gedig'],0,11:18:44.983
['schaden'],1,11:18:49.983
['leuks'],1,11:18:54.983
['dren'],0,11:18:59.983
['misverstand'],1,11:19:04.983
['literatuur'],1,11:19:09.983
['mantie'],0,11:19:14.983
['diten'],0,11:19:19.983
['stokt'],1,11:19:24.983
['r�s'],0,11:19:29.983
['wei'],1,11:19:34.983
['orteerd'],0,11:19:39.983
['synthesen'],1,11:19:44.983
['bekachtig'],0,11:19:49.983
['terscheid'],0,11:19:54.983
['fameur'],0,11:19:59.983
['vreed'],0,11:20:04.983
['stanker'],0,11:20:09.983
['hein'],1,11:20:14.983
['studen'],0,11:20:19.983
['zichtbare'],1,11:20:24.983
['belanghebbenden'],1,11:20:29.983
['hemen'],0,11:20:34.983
['jatie'],0,11:20:39.983
['keuk'],0,11:20:44.983
['roze'],1,11:20:49.983
