['gedig'],0,11:09:18.116
['dren'],0,11:09:23.116
['inwoners'],1,11:09:28.116
['jatie'],0,11:09:33.116
['belanghebbenden'],1,11:09:38.116
['proten'],0,11:09:43.116
['studen'],0,11:09:48.116
['submen'],0,11:09:53.116
['klag'],0,11:09:58.116
['draait'],1,11:10:03.116
['paleis'],1,11:10:08.116
['terscheid'],0,11:10:13.116
['stanker'],0,11:10:18.116
['hein'],1,11:10:23.116
['weergeven'],1,11:10:28.116
['vreed'],0,11:10:33.116
['hemen'],0,11:10:38.116
['r�s'],0,11:10:43.116
['literatuur'],1,11:10:48.116
['mantie'],0,11:10:53.116
['hij'],1,11:10:58.116
['roze'],1,11:11:03.116
['wei'],1,11:11:08.116
['schaden'],1,11:11:13.116
['grafeit'],0,11:11:18.116
['leuks'],1,11:11:23.116
['samer'],0,11:11:28.116
['synthesen'],1,11:11:33.116
['bekachtig'],0,11:11:38.116
['zichtbare'],1,11:11:43.116
['diten'],0,11:11:48.116
['orteerd'],0,11:11:53.116
['misverstand'],1,11:11:58.116
['beschouwing'],1,11:12:03.116
['stokt'],1,11:12:08.116
['fameur'],0,11:12:13.116
['complicaties'],1,11:12:18.116
['bewustzijn'],1,11:12:23.116
['keuk'],0,11:12:28.116
['medewerkers'],1,11:12:33.116
