%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 24582.225034502153, 9405.85993598222, -69297.11333478849, -51482.86241088658, -40148.33750108928, -43260.79556474633, -12346.790712689248, -45656.477887210596, 0.006, 0.39, 0.32, 192.0, 0.0, 48.0, 12.0, 48.0, 10.0, 0.0, 0.0, 0.0, 0.0, 1.6541571261813197E9, 0.0, 2022-06-02 10:05:26.181
1.0, 24584.393153714318, 9406.552840060334, -69276.92970954535, -51468.646701413, -40135.261730582926, -43239.56140751379, -12311.586715172138, -45614.12133146779, 0.006, 0.39, 0.32, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571266601176E9, 0.0, 2022-06-02 10:05:26.660
2.0, 24589.53405493904, 9418.756892532932, -69254.95794474578, -51449.6924221149, -40112.90998612762, -43214.99684035741, -12286.016319515267, -45581.68895026314, 0.006, 0.39, 0.32, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654157126660293E9, 0.0, 2022-06-02 10:05:26.660
3.0, 24601.134610311343, 9421.014418722918, -69263.18338670534, -51448.28426221422, -40117.84972165224, -43215.98031711344, -12306.602276158605, -45605.02417147448, 0.006, 0.39, 0.32, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571266603096E9, 0.0, 2022-06-02 10:05:26.660
4.0, 24592.462133462686, 9412.230183151984, -69284.39519219342, -51469.11608804656, -40141.76608821942, -43239.51670402488, -12346.567195244694, -45646.84428535036, 0.006, 0.39, 0.32, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654157126660321E9, 0.0, 2022-06-02 10:05:26.660
5.0, 24586.53892118203, 9405.47995632648, -69281.17654099186, -51476.80508813919, -40146.99639642196, -43248.591512273735, -12343.840282421146, -45647.26896849501, 0.006, 0.39, 0.32, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571266603303E9, 0.0, 2022-06-02 10:05:26.660
6.0, 24590.718697395172, 9407.156337160628, -69265.91029952888, -51468.311425246175, -40128.46680026851, -43236.923901668066, -12313.464261706384, -45621.16213097121, 0.006, 0.39, 0.32, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.65415712666034E9, 0.0, 2022-06-02 10:05:26.660
7.0, 24588.505874694096, 9412.118424429706, -69264.85976753948, -51466.45623045638, -40124.063506610815, -43233.5040847664, -12320.974447843368, -45630.84043632036, 0.012, 0.584, 0.47800000000000004, 192.0, 0.0, 96.0, 18.0, 64.0, 14.0, 240.0, 0.0, 0.0, 0.0, 1.6541571266603491E9, 0.0, 2022-06-02 10:05:26.660
8.0, 24587.455342704696, 9414.644171553156, -69274.6498316109, -51465.4951054448, -40116.150989073634, -43236.8568464347, -12320.303895509709, -45653.34864298686, 0.012, 0.584, 0.47800000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571266603584E9, 0.0, 2022-06-02 10:05:26.660
9.0, 24583.275566491553, 9406.418729593603, -69298.14151503344, -51482.28126553074, -40138.79330620686, -43251.117259397186, -12334.497253238827, -45667.05026233796, 0.012, 0.584, 0.47800000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541571266603682E9, 0.0, 2022-06-02 10:05:26.660
