%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.778, 0.656, 192.0, 0.0, 80.0, 24.0, 80.0, 20.0, 128.0, 0.0, 0.0, 0.0, 1.6541564791212344E9, 0.0, 2022-06-02 09:54:39.121
1.0, 22483.038602237535, 1162.044842486959, -75943.04692066276, -54033.576432892856, -39461.20017304423, -38936.51532370035, -7480.011281968508, -46097.83543322509, 0.01, 0.778, 0.656, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796043584E9, 0.0, 2022-06-02 09:54:39.604
2.0, 22487.06191623949, 1154.3111389054227, -75960.39187436008, -54058.252758771516, -39486.74821695664, -38969.148870605095, -7516.712846364123, -46138.493256389294, 0.01, 0.778, 0.656, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796043687E9, 0.0, 2022-06-02 09:54:39.604
3.0, 22484.87144528287, 1150.5783975813863, -75942.175202629, -54054.02827906946, -39471.14669932684, -38968.79124269381, -7496.86449728781, -46106.619668796026, 0.01, 0.778, 0.656, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796043744E9, 0.0, 2022-06-02 09:54:39.604
4.0, 22484.916148771783, 1159.0273569854924, -75912.98382437037, -54037.622098639265, -39441.7094518792, -38954.10614658667, -7455.111438645296, -46079.842278938566, 0.01, 0.778, 0.656, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796043816E9, 0.0, 2022-06-02 09:54:39.604
5.0, 22490.79465756353, 1171.164354224724, -75903.66314693251, -54034.761075348986, -39441.731803623654, -38952.452117496985, -7476.345595877839, -46109.10071243057, 0.01, 0.778, 0.656, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796043873E9, 0.0, 2022-06-02 09:54:39.604
6.0, 22486.816047050484, 1157.2168656846125, -75934.30738858072, -54063.70658441861, -39466.67635043578, -38971.42874853954, -7516.377570197293, -46140.99665176829, 0.01, 0.778, 0.656, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796043928E9, 0.0, 2022-06-02 09:54:39.604
7.0, 22475.103732955904, 1131.5123595610094, -75967.79030177479, -54093.99319815555, -39487.17290010129, -39002.14004542113, -7520.825567343899, -46155.36882345305, 0.01, 0.778, 0.656, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796043983E9, 0.0, 2022-06-02 09:54:39.604
8.0, 22467.370029374368, 1126.9302519476714, -75960.66009529354, -54089.902828920225, -39479.86387966441, -39006.23041465645, -7505.358160180826, -46140.527265134726, 0.01, 0.772, 0.658, 192.0, 0.0, 80.0, 24.0, 32.0, 20.0, 144.0, 0.0, 0.0, 0.0, 1.6541564796044035E9, 0.0, 2022-06-02 09:54:39.604
9.0, 22460.3515816154, 1134.4180863401994, -75943.00221717385, -54072.580226967366, -39465.04467309054, -38986.851452213705, -7494.405805397726, -46118.62255556852, 0.01, 0.772, 0.658, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796044092E9, 0.0, 2022-06-02 09:54:39.604
10.0, 22458.138758914323, 1144.3422608783558, -75941.88462995108, -54061.06907857288, -39458.160335798304, -38973.216888095965, -7483.1628779367065, -46114.21926191083, 0.01, 0.772, 0.658, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796044147E9, 0.0, 2022-06-02 09:54:39.604
11.0, 22469.269927653066, 1144.9904614675595, -75953.73105451239, -54064.80181989692, -39460.261399777104, -38974.133309618635, -7450.61873800978, -46128.8373027846, 0.01, 0.772, 0.658, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156479604421E9, 0.0, 2022-06-02 09:54:39.604
12.0, 22472.73444804364, 1132.786408994962, -75972.37240938812, -54085.23131432907, -39486.547051256544, -38999.23431864194, -7479.497191846037, -46157.738108365316, 0.01, 0.772, 0.658, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796044261E9, 0.0, 2022-06-02 09:54:39.604
13.0, 22468.77818927505, 1131.4900078165542, -75961.21888890493, -54078.95047413713, -39483.70837971072, -38995.52392906236, -7515.6846661191785, -46126.89270101699, 0.01, 0.772, 0.658, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541564796044316E9, 0.0, 2022-06-02 09:54:39.604
