%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565855110102E9, 0.0, 2022-06-02 09:56:25.511
1.0, 23941.422872712956, 451.48288625274733, -74501.22529282872, -54322.71859916671, -39302.86041532283, -39980.65471418556, -8536.533538881962, -46366.749270766886, 0.012, 0.806, 0.614, 192.0, 0.0, 96.0, 25.0, 48.0, 19.0, 48.0, 0.0, 0.0, 0.0, 1.654156585993281E9, 0.0, 2022-06-02 09:56:25.993
2.0, 23941.869907602064, 455.1932758323283, -74492.35165027996, -54313.59908742894, -39294.74673208556, -39974.105653060156, -8537.941698782646, -46364.4917445769, 0.012, 0.806, 0.614, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993318E9, 0.0, 2022-06-02 09:56:25.993
3.0, 23953.716332163374, 455.37208978797076, -74498.76660093863, -54313.755549640126, -39291.63983960627, -39969.277676257814, -8541.40621917322, -46382.86487851917, 0.012, 0.806, 0.614, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993324E9, 0.0, 2022-06-02 09:56:25.993
4.0, 23941.31111399068, 435.6131476894793, -74540.56436307007, -54350.01007914664, -39324.295738255474, -40006.02394414234, -8589.015434863024, -46450.18833281855, 0.012, 0.806, 0.614, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.65415658599333E9, 0.0, 2022-06-02 09:56:25.993
5.0, 23929.35293070709, 426.6948016518118, -74543.31362763807, -54357.76613447263, -39337.706784928654, -40020.954909438486, -8599.051368123457, -46451.32827178577, 0.012, 0.806, 0.614, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933355E9, 0.0, 2022-06-02 09:56:25.993
6.0, 23929.73291036283, 433.1544557993956, -74518.74906048168, -54330.98874461517, -39315.757371873544, -39988.54487997829, -8559.891111837758, -46386.463509376474, 0.012, 0.806, 0.614, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933417E9, 0.0, 2022-06-02 09:56:25.993
7.0, 23925.64254112751, 435.32257501156033, -74503.88515041891, -54310.268677505104, -39289.29290643846, -39968.584772179696, -8538.433437160664, -46356.78039273982, 0.012, 0.806, 0.614, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933472E9, 0.0, 2022-06-02 09:56:25.993
8.0, 23912.432660154424, 423.69966789480065, -74525.45458381827, -54321.04221833256, -39297.6748106092, -39977.41371123955, -8553.096181523346, -46369.56559056826, 0.02, 0.81, 0.608, 192.0, 0.0, 160.0, 25.0, 80.0, 19.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993353E9, 0.0, 2022-06-02 09:56:25.993
9.0, 23917.707671845874, 419.3634294704711, -74548.36512188496, -54333.2239190607, -39312.73988637208, -39995.92095564854, -8567.446001463652, -46372.73953828091, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933589E9, 0.0, 2022-06-02 09:56:25.993
10.0, 23932.862154586575, 430.33813599802687, -74536.71986302374, -54319.25407877613, -39314.17039801722, -39994.043409114296, -8569.323547997898, -46396.36533217017, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933643E9, 0.0, 2022-06-02 09:56:25.993
11.0, 23942.249887257803, 444.3303280270491, -74505.9862143977, -54297.818755843495, -39295.909022797234, -39968.785937879795, -8539.59572787234, -46370.30319813528, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933703E9, 0.0, 2022-06-02 09:56:25.993
12.0, 23936.505488932788, 443.30214778210495, -74504.15337135237, -54299.24926748864, -39293.807958818434, -39977.81604263974, -8538.858120305315, -46375.24293365991, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993376E9, 0.0, 2022-06-02 09:56:25.993
13.0, 23943.88156460304, 449.7618019296887, -74509.87541793293, -54297.84110758795, -39302.36867694482, -39986.95790612196, -8567.066021807912, -46411.89979456661, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933815E9, 0.0, 2022-06-02 09:56:25.993
14.0, 23938.427738955947, 436.3954587454151, -74545.1911741723, -54330.541709726065, -39336.34332851688, -40012.01421165636, -8605.063987381935, -46461.94535040204, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933872E9, 0.0, 2022-06-02 09:56:25.993
15.0, 23941.758148879784, 438.56357795757987, -74535.80344150108, -54328.015962602614, -39339.69609018518, -39996.36799053765, -8589.41776626322, -46390.308009422784, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859933925E9, 0.0, 2022-06-02 09:56:25.993
16.0, 23947.659009415987, 445.2914530386273, -74507.97551965422, -54308.07820654848, -39313.96923231712, -39974.95501934946, -8540.892129050748, -46336.775581452326, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993398E9, 0.0, 2022-06-02 09:56:25.993
17.0, 23926.827183583642, 433.914415110876, -74508.9366446658, -54315.83426187447, -39298.837101320874, -39979.09009207369, -8518.92036425118, -46315.07203758622, 0.02, 0.81, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993404E9, 0.0, 2022-06-02 09:56:25.993
18.0, 23920.188715480414, 432.79682788811067, -74517.96674942574, -54324.95377361224, -39295.082008252386, -39974.95501934946, -8538.053457504924, -46356.35570959517, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 160.0, 25.0, 112.0, 19.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934094E9, 0.0, 2022-06-02 09:56:25.993
19.0, 23941.713445390877, 439.301185524605, -74527.71211000826, -54334.85559640594, -39295.64080186377, -39973.79272863778, -8535.93004178167, -46374.50532609288, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934149E9, 0.0, 2022-06-02 09:56:25.993
20.0, 23938.293628489213, 429.66758366436767, -74531.73542401021, -54344.243329077166, -39308.20248224765, -40001.68770571801, -8544.803684330427, -46377.858087761175, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934204E9, 0.0, 2022-06-02 09:56:25.993
21.0, 23933.06332028667, 434.04852557760785, -74511.64120574489, -54328.61945970291, -39294.366752429814, -40001.62065048464, -8560.159332771222, -46370.526715579836, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934258E9, 0.0, 2022-06-02 09:56:25.993
22.0, 23922.714462603864, 434.04852557760785, -74494.72093519222, -54316.3707037414, -39278.76523480001, -39993.462263758454, -8536.39942841523, -46358.769697996344, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934385E9, 0.0, 2022-06-02 09:56:25.993
23.0, 23922.35683469258, 434.38380174443745, -74498.74424919418, -54319.83522413197, -39276.91004001022, -40003.945231907994, -8517.73572179505, -46358.434421829515, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934437E9, 0.0, 2022-06-02 09:56:25.993
24.0, 23925.754299849785, 423.36439172797105, -74532.51773506615, -54347.79725644556, -39311.845816593865, -40029.94031070951, -8558.773524614993, -46401.23801246143, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993449E9, 0.0, 2022-06-02 09:56:25.993
25.0, 23931.856326086086, 417.61999340295716, -74543.4924415937, -54360.80597171855, -39324.362793488835, -40057.9023430231, -8604.84046993738, -46443.77338215988, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934542E9, 0.0, 2022-06-02 09:56:25.993
26.0, 23932.325712719645, 425.21958651776157, -74524.26994136214, -54350.14418961337, -39302.05575252244, -40049.09575570771, -8584.79095516097, -46429.20004477502, 0.02, 0.8140000000000001, 0.608, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934595E9, 0.0, 2022-06-02 09:56:25.993
27.0, 23932.437471441925, 441.98339485924186, -74503.97455739672, -54335.7273144397, -39283.9731912581, -40034.500066578395, -8563.98148107308, -46373.544201081306, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 80.0, 25.0, 112.0, 18.0, 240.0, 0.0, 0.0, 0.0, 1.6541565859934647E9, 0.0, 2022-06-02 09:56:25.993
28.0, 23931.476346430343, 434.1379325554291, -74511.97648191173, -54340.28707030858, -39280.531022611984, -40036.69053753502, -8540.109817994811, -46385.27886692034, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.65415658599347E9, 0.0, 2022-06-02 09:56:25.993
29.0, 23929.84466908511, 421.1515690268957, -74540.05027294758, -54359.822494962515, -39307.48722642508, -40031.68374677703, -8553.36440245681, -46400.9027362946, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934752E9, 0.0, 2022-06-02 09:56:25.993
30.0, 23923.943808548906, 417.1506067693957, -74538.48565083572, -54359.397811817864, -39319.71363064213, -40024.218264128955, -8579.024205091502, -46406.535375897336, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934804E9, 0.0, 2022-06-02 09:56:25.993
31.0, 23930.112890018572, 427.74533364121123, -74515.41865055784, -54340.5776429865, -39306.481397924596, -40013.82470295724, -8578.21954229111, -46397.84054730422, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934857E9, 0.0, 2022-06-02 09:56:25.993
32.0, 23938.315980233667, 444.1962175603173, -74497.11257184895, -54315.18606128527, -39296.93720304218, -39993.66342945855, -8555.577225157884, -46373.05246270329, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859934907E9, 0.0, 2022-06-02 09:56:25.993
33.0, 23936.572544166156, 443.9503483713089, -74502.47699051822, -54313.487328706666, -39297.74186584257, -39991.227089312924, -8535.326544681377, -46373.58890457021, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993496E9, 0.0, 2022-06-02 09:56:25.993
34.0, 23930.112890018572, 427.54416794111347, -74533.43415658882, -54337.13547434038, -39322.14997078776, -40016.37280182514, -8547.865873320803, -46411.60922188869, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859935012E9, 0.0, 2022-06-02 09:56:25.993
35.0, 23924.01086378227, 415.2283567462393, -74547.56045908458, -54351.08296288049, -39340.74662217458, -40042.79256377132, -8590.133022085789, -46444.53334147136, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859935064E9, 0.0, 2022-06-02 09:56:25.993
36.0, 23948.083692560638, 439.83762739153235, -74512.84819994548, -54317.19771828625, -39311.80111310496, -40023.458304817475, -8585.975597617102, -46401.483881650434, 0.01, 0.8140000000000001, 0.606, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993512E9, 0.0, 2022-06-02 09:56:25.993
37.0, 23949.089521061127, 452.33225254204905, -74489.35651652295, -54301.819718101, -39286.901269781745, -40008.080304632225, -8554.861969335314, -46379.75798603988, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 112.0, 25.0, 112.0, 19.0, 16.0, 0.0, 0.0, 0.0, 1.6541565859935172E9, 0.0, 2022-06-02 09:56:25.993
38.0, 23927.16245975047, 439.0553163355966, -74507.21556034274, -54319.18702354277, -39294.76908383001, -40012.46124654546, -8550.749248355538, -46419.320573725774, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859935224E9, 0.0, 2022-06-02 09:56:25.993
39.0, 23927.654198128486, 435.8143133895771, -74530.81900248755, -54339.43770401928, -39315.46679919562, -40027.43691533052, -8582.55578071544, -46435.16796054458, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859935277E9, 0.0, 2022-06-02 09:56:25.993
40.0, 23937.44426219991, 438.4071157463927, -74529.65671177587, -54342.790465687576, -39319.55716843095, -40041.697328293005, -8571.849295121348, -46422.606280160704, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993533E9, 0.0, 2022-06-02 09:56:25.993
41.0, 23943.099253547105, 443.0786303375519, -74504.26513007464, -54324.28322127858, -39300.4240751772, -40025.46996181845, -8536.064152248402, -46361.18368639752, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993538E9, 0.0, 2022-06-02 09:56:25.993
42.0, 23931.096366774604, 436.46251397878103, -74499.28069106111, -54323.36679975591, -39291.237508206075, -40016.37280182514, -8532.130245224267, -46359.10497416317, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993544E9, 0.0, 2022-06-02 09:56:25.993
43.0, 23929.21882024036, 435.6354994339346, -74511.0377086446, -54334.743837683665, -39296.49016815307, -40020.35141233819, -8546.837693075859, -46384.94359075351, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993552E9, 0.0, 2022-06-02 09:56:25.993
44.0, 23946.63082917104, 441.1787320588508, -74525.45458381827, -54342.54459649856, -39300.49113041057, -40029.895607220606, -8565.45669620713, -46409.86578582117, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.654156585993558E9, 0.0, 2022-06-02 09:56:25.993
45.0, 23944.149785536505, 440.30701402509385, -74526.46041231876, -54349.965375657725, -39315.08681953989, -40059.62342734617, -8587.450812751153, -46409.08347476524, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859935634E9, 0.0, 2022-06-02 09:56:25.993
46.0, 23932.102195275093, 442.02809834815247, -74507.90846442085, -54340.04120111957, -39299.35119144335, -40054.48252612144, -8558.281786236976, -46414.47024517897, 0.014, 0.8140000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859935687E9, 0.0, 2022-06-02 09:56:25.993
47.0, 23922.60270388159, 441.29049078112735, -74494.6315282144, -54327.680686435786, -39284.4202261472, -40040.89266549262, -8551.196283244644, -46412.32447771126, 0.014, 0.8220000000000001, 0.61, 192.0, 0.0, 112.0, 25.0, 176.0, 19.0, 16.0, 0.0, 0.0, 0.0, 1.654156585993574E9, 0.0, 2022-06-02 09:56:25.993
48.0, 23914.131392733027, 431.61218543197936, -74508.69077547679, -54338.38717202988, -39296.02078151951, -40041.83143875974, -8564.227350262088, -46418.47120743647, 0.014, 0.8220000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859935791E9, 0.0, 2022-06-02 09:56:25.993
49.0, 23919.473459657846, 424.52668243964706, -74536.87632523493, -54357.386154816886, -39321.65823240975, -40046.97233998446, -8595.69860645516, -46418.24768999192, 0.014, 0.8220000000000001, 0.61, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6541565859935844E9, 0.0, 2022-06-02 09:56:25.993
